"Mes","A�o","Estado Origen","Estado Destino","Ciudad Origen","Ciudad Destino","Compañia Transportadora","Tipo de Transporte","Tipo de combustible usado","Tipo de Movimiento","Costo(Pesos)","Carga Maxima(TON)","Rendimiento por litro","Costo del diesel","Tiempo en Transito"
"Octubre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7180.35",22,2.55,"$13.72",6
"Octubre",2014,"CO","TM","TORREON","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$16135.59",22,2.55,"$13.72",10
"Octubre",2014,"NL","TM","GARCIA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5004.52",22,2.55,"$13.72",4
"Octubre",2014,"NL","TM","GARCIA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5645.38",22,2.55,"$13.72",4
"Octubre",2014,"TM","GT","NUEVO LAREDO","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12960.00",22,2.55,"$13.72",20
"Octubre",2014,"QO","TM","QUERETARO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$12724.99",22,2.55,"$13.72",16
"Octubre",2014,"GT","TM","SILAO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$32348.16",22,2.55,"$13.72",20
"Octubre",2014,"AG","TM","AGUASCALIENTES","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$27201.31",22,2.55,"$13.72",14
"Octubre",2014,"EM","TM","TOLUCA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$31104.00",22,2.55,"$13.72",24
"Octubre",2014,"GT","TM","CORTAZAR","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$29774.74",22,2.55,"$13.72",20
"Octubre",2014,"MS","TM","CUAUTLA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$38613.89",22,2.55,"$13.72",25
"Octubre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$14135.04",22,2.55,"$13.72",16
"Octubre",2014,"CO","TM","MONCLOVA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$17751.48",22,2.55,"$13.72",12
"Octubre",2014,"NL","NL","APODACA","COLOMBIA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5512.32",22,2.55,"$13.72",5
"Octubre",2014,"TM","EM","NUEVO LAREDO","TOLUCA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$33696.00",22,2.55,"$13.72",24
"Octubre",2014,"TM","EM","NUEVO LAREDO","TOLUCA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$18144.00",22,2.55,"$13.72",24
"Octubre",2014,"TM","NL","NUEVO LAREDO","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$3780.00",22,2.55,"$13.72",4
"Octubre",2014,"NL","TM","APODACA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$3780.00",22,2.55,"$13.72",4
"Octubre",2014,"NL","TM","COLOMBIA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT ","Diesel ","Sencillo","$1814.40",22,2.55,"$13.72",1
"Octubre",2014,"TM","TM","NUEVO LAREDO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$3283.20",22,2.55,"$13.72",1
"Octubre",2014,"SP","CH","VILLA DE REYES","CHIHUAHUA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$16813.44",22,2.55,"$13.72",24
"Octubre",2014,"SP","JC","VILLA DE REYES","GUADALAJARA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$7344.00",22,2.55,"$13.72",7
"Octubre",2014,"SP","DF","VILLA DE REYES","CIUDAD DE MEXICO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$8864.64",22,2.55,"$13.72",8
"Octubre",2014,"SP","SR","VILLA DE REYES","HERMOSILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$29687.04",22,2.55,"$13.72",48
"Octubre",2014,"SP","NL","VILLA DE REYES","SANTA CATARINA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$9797.76",22,2.55,"$13.72",9
"Octubre",2014,"SP","NL","VILLA DE REYES","SANTA CATARINA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15390.00",22,2.55,"$13.72",9
"Octubre",2014,"CO","NL","DERRAMADERO","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5724.00",22,2.55,"$13.72",2
"Octubre",2014,"SP","NL","SAN LUIS POTOSI","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$20040.00",22,2.55,"$13.72",12
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2010.28",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2040.95",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$3774.97",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2760.95",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2400.95",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2760.95",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","RAMOS ARIZPE","SALTILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2040.95",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2901.37",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","RAMOS ARIZPE","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2040.95",22,2.55,"$13.72",1
"Octubre",2014,"GT","SP","SILAO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4297.66",22,2.55,"$13.72",4
"Octubre",2014,"AG","SP","AGUASCALIENTES","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$7042.82",22,2.55,"$13.72",4
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1688.79",22,2.55,"$13.72",1
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1958.85",22,2.55,"$13.72",1
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2605.63",22,2.55,"$13.72",1
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2602.90",22,2.55,"$13.72",1
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2449.63",22,2.55,"$13.72",1
"Octubre",2014,"GT","SP","VILLAGRAN","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6512.94",22,2.55,"$13.72",3
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1926.38",22,2.55,"$13.72",1
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2934.38",22,2.55,"$13.72",1
"Octubre",2014,"QO","SP","QUERETARO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5644.35",22,2.55,"$13.72",4
"Octubre",2014,"SP","SP","VILLA DE REYES","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1314.28",22,2.55,"$13.72",1
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1765.59",22,2.55,"$13.72",1
"Octubre",2014,"CO","GT","RAMOS ARIZPE","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$13620.00",22,2.55,"$13.72",12
"Octubre",2014,"GT","GT","CELAYA","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$4280.82",22,2.55,"$13.72",2
"Octubre",2014,"SP","GT","SAN LUIS POTOSI","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5533.36",22,2.55,"$13.72",3
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$2035.58",22,2.55,"$13.72",1
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$5413.13",22,2.55,"$13.72",1
"Octubre",2014,"PL","GT","PUEBLA","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$15444.00",22,2.55,"$13.72",12
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1765.59",22,2.55,"$13.72",1
"Octubre",2014,"AG","SP","AGUASCALIENTES","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6772.70",22,2.55,"$13.72",4
"Octubre",2014,"SP","GT","VILLA DE REYES","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5066.93",22,2.55,"$13.72",4
"Octubre",2014,"QO","GT","EL MARQUES","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$8181.62",22,2.55,"$13.72",6
"Octubre",2014,"PL","GT","PUEBLA","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$18575.82",22,2.55,"$13.72",12
"Octubre",2014,"QO","CO","QUERETARO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$20752.04",22,2.55,"$13.72",10
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2193.07",22,2.55,"$13.72",1
"Octubre",2014,"PL","CO","CUAUTLANCINGO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$24986.12",22,2.55,"$13.72",20
"Octubre",2014,"EM","CO","TULTITLAN","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$30480.00",22,2.55,"$13.72",22
"Octubre",2014,"GT","CO","CELAYA","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$22560.00",22,2.55,"$13.72",12
"Octubre",2014,"DF","CO","CIUDAD DE MEXICO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$32160.00",22,2.55,"$13.72",18
"Octubre",2014,"CO","CO","ARTEAGA","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1860.91",22,2.55,"$13.72",1
"Octubre",2014,"CO","CO","ARTEAGA","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$2075.30",22,2.55,"$13.72",1
"Octubre",2014,"EM","CO","TULTITLAN ","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$24004.29",22,2.55,"$13.72",22
"Octubre",2014,"EM","CO","TULTITLAN","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$23774.02",22,2.55,"$13.72",22
"Octubre",2014,"SR","GT","AGUA PRIETA","SALAMANCA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$44196.00",22,2.55,"$13.72",48
"Octubre",2014,"TM","QO","NUEVO LAREDO","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$15535.48",22,2.55,"$13.72",16
"Octubre",2014,"QO","TM","QUERETARO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$13014.37",22,2.55,"$13.72",16
"Octubre",2014,"TM","QO","NUEVO LAREDO","SANTA ROSA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$15524.92",22,2.55,"$13.72",16
"Octubre",2014,"QO","TM","SANTA ROSA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$13064.43",22,2.55,"$13.72",16
"Octubre",2014,"TM","EM","NUEVO LAREDO","TOLUCA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$19101.72",22,2.55,"$13.72",24
"Octubre",2014,"EM","TM","TOLUCA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$16160.61",22,2.55,"$13.72",24
"Octubre",2014,"TM","EM","NUEVO LAREDO","TLALNEPANTLA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$18485.84",22,2.55,"$13.72",24
"Octubre",2014,"EM","TM","TLALNEPANTLA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$16168.72",22,2.55,"$13.72",24
"Octubre",2014,"TM","NL","NUEVO LAREDO","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4645.81",22,2.55,"$13.72",4
"Octubre",2014,"NL","TM","APODACA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4836.70",22,2.55,"$13.72",4
"Octubre",2014,"NL","TM","SAN NICOLAS DE LOS GARZA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4865.69",22,2.55,"$13.72",4
"Octubre",2014,"PL","TM","HUEJOTZINGO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$18673.95",22,2.55,"$13.72",20
"Octubre",2014,"PL","TM","TEXMELUCAN","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$18814.61",22,2.55,"$13.72",20
"Octubre",2014,"GT","TM","VILLAGRAN","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$14599.25",22,2.55,"$13.72",20
"Octubre",2014,"CH","GT","CHIHUAHUA","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$35700.00",22,2.55,"$13.72",24
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1320.00",22,2.55,"$13.72",1
"Octubre",2014,"TM","NL","NUEVO LAREDO","GARCIA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5184.00",22,2.55,"$13.72",4
"Octubre",2014,"SP","SP","SAN LUIS POTOSI","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1314.28",22,2.55,"$13.72",1
"Octubre",2014,"QO","EM","QUERETARO","TLALNEPANTLA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$7018.98",22,2.55,"$13.72",4
"Octubre",2014,"CO","TM","SALTILLO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6247.28",22,2.55,"$13.72",6
"Octubre",2014,"TM","CO","NUEVO LAREDO","RAMOS ARIZPE","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$7288.14",22,2.55,"$13.72",6
"Octubre",2014,"SP","SP","VILLA DE REYES","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1314.28",22,2.55,"$13.72",1
"Octubre",2014,"TM","SP","NUEVO LAREDO","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$22464.00",22,2.55,"$13.72",15
"Octubre",2014,"QO","TM","QUERETARO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$29376.00",22,2.55,"$13.72",16
"Octubre",2014,"CO","TM","PIEDRAS NEGRAS","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$7069.92",22,2.55,"$13.72",5
"Octubre",2014,"CH","TM","CHIHUAHUA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$32008.80",22,2.55,"$13.72",26
"Octubre",2014,"CH","CH","CHIHUAHUA","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$10408.80",22,2.55,"$13.72",6
"Octubre",2014,"VZ","SP","ORIZABA","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$20728.80",22,2.55,"$13.72",20
"Octubre",2014,"DF","SP","COYOACAN","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11941.20",22,2.55,"$13.72",8
"Octubre",2014,"DF","SP","CIUDAD DE MEXICO","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12039.60",22,2.55,"$13.72",8
"Octubre",2014,"NL","TM","ESCOBEDO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$8640.00",22,2.55,"$13.72",4
"Octubre",2014,"GT","TM","SILAO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$29376.00",22,2.55,"$13.72",20
"Octubre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$9920.80",22,2.55,"$13.72",6
"Octubre",2014,"SR","CO","GUAYMAS","SALTILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$42545.50",22,2.55,"$13.72",48
"Octubre",2014,"NL","CO","APODACA","SALTILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6654.33",22,2.55,"$13.72",2
"Octubre",2014,"NL","CO","APODACA","SALTILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$4019.89",22,2.55,"$13.72",2
"Octubre",2014,"GT","AG","CELAYA","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11515.20",22,2.55,"$13.72",4
"Octubre",2014,"SP","AG","SAN LUIS POTOSI","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5806.08",22,2.55,"$13.72",3
"Octubre",2014,"AG","SP","AGUASCALIENTES","VILLA DE REYES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6220.80",22,2.55,"$13.72",4
"Octubre",2014,"SP","TM","SAN LUIS POTOSI","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$9600.00",22,2.55,"$13.72",16
"Octubre",2014,"PL","TM","PUEBLA","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$37152.00",22,2.55,"$13.72",20
"Octubre",2014,"NL","NL","APODACA","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$1440.00",22,2.55,"$13.72",1
"Octubre",2014,"EM","NL","TOLUCA","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$24785.79",22,2.55,"$13.72",26
"Octubre",2014,"EM","NL","TOLUCA","APODACA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$13195.10",22,2.55,"$13.72",26
"Octubre",2014,"PL","QO","HUEJOTZINGO","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$10233.03",22,2.55,"$13.72",4
"Octubre",2014,"QO","AG","QUERETARO","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$9217.41",22,2.55,"$13.72",6
"Octubre",2014,"QO","EM","QUERETARO","TLALNEPANTLA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6753.16",22,2.55,"$13.72",4
"Octubre",2014,"QO","EM","QUERETARO","TLALNEPANTLA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$7513.76",22,2.55,"$13.72",4
"Octubre",2014,"EM","QO","TLALNEPANTLA","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6753.16",22,2.55,"$13.72",3
"Octubre",2014,"QO","EM","QUERETARO","TOLUCA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$5953.52",22,2.55,"$13.72",4
"Octubre",2014,"EM","QO","TOLUCA","QUERETARO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6134.49",22,2.55,"$13.72",3
"Octubre",2014,"NL","CO","APODACA","SALTILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$3593.61",22,2.55,"$13.72",2
"Octubre",2014,"CO","EM","SALTILLO","TLALNEPANTLA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$21600.00",22,2.55,"$13.72",18
"Octubre",2014,"SP","AG","SAN LUIS POTOSI","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6480.00",22,2.55,"$13.72",3
"Octubre",2014,"SP","DF","SAN LUIS POTOSI","CIUDAD DE MEXICO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12960.00",22,2.55,"$13.72",9
"Octubre",2014,"CO","AG","SALTILLO","AGUASCALIENTES","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$17400.00",22,2.55,"$13.72",6
"Octubre",2014,"CO","CO","SALTILLO","SALTILLO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1800.00",22,2.55,"$13.72",1
"Octubre",2014,"SP","EM","SAN LUIS POTOSI","LERMA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11760.00",22,2.55,"$13.72",9
"Octubre",2014,"SP","DF","SAN LUIS POTOSI","CIUDAD DE MEXICO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$12540.00",22,2.55,"$13.72",9
"Octubre",2014,"SP","SR","VILLA DE REYES","NACOZARI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$59132.16",22,2.55,"$13.72",40
"Octubre",2014,"CO","TM","RAMOS ARIZPE","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$11232.00",22,2.55,"$13.72",6
"Octubre",2014,"QO","TM","SAN JUAN DEL RIO","NUEVO LAREDO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$27931.20",22,2.55,"$13.72",16
"Octubre",2014,"GT","CH","CELAYA","CHIHUAHUA","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$28270.44",22,2.55,"$13.72",30
"Octubre",2014,"GT","SP","CELAYA","SAN LUIS POTOSI","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Sencillo","$6514.80",22,2.55,"$13.72",5
"Octubre",2014,"AG","GT","AGUASCALIENTES","SILAO","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$6120.00",22,2.55,"$13.72",6
"Octubre",2014,"CH","CH","CIUDAD JUAREZ","CIUDAD JUAREZ","TRANSPORTES LARMEX  S.A. DE C.V.","48FT/53FT","Diesel ","Redondo","$1723.08",22,2.55,"$13.72",1
